Kennziffer;Raumeinheit;Aggregat;Zentralörtlicher Status;Zentralörtlicher Status (zusammengefasst);Zentralörtlicher Status (differenziert);Stadt-/Gemeindetyp;Raumtyp nach Lage;Bevölkerung;Fläche;Einwohnerdichte;Anteil Siedlungs- und Verkehrsfläche;Siedlungsdichte
"01051139";"Süderdorf";"Gemeinde";"0";"0";"0";"50";"3";"352";"16,00";"21,0";"6,0";"325,0"
"01051140";"Oesterwurth";"Gemeinde";"0";"0";"0";"50";"4";"253";"14,00";"17,0";"6,0";"269,0"
"01051141";"Süderheistedt";"Gemeinde";"0";"0";"0";"50";"4";"554";"8,00";"65,0";"9,0";"692,0"
"01053001";"Albsfelde";"Gemeinde";"0";"0";"0";"50";"2";"74";"4,00";"17,0";"2,0";"672,0"
"01053002";"Alt Mölln";"Gemeinde";"0";"0";"0";"50";"2";"893";"6,00";"138,0";"19,0";"720,0"
"01053003";"Aumühle";"Gemeinde";"0";"0";"0";"50";"2";"3.203";"3,00";"920,0";"59,0";"1.547,0"
"01053004";"Bäk";"Gemeinde";"0";"0";"0";"50";"2";"900";"4,00";"209,0";"13,0";"1.551,0"
"01053005";"Bälau";"Gemeinde";"0";"0";"0";"50";"2";"230";"6,00";"35,0";"6,0";"575,0"
"01053006";"Basedow";"Gemeinde";"0";"0";"0";"50";"3";"653";"7,00";"87,0";"8,0";"989,0"
"01053007";"Basthorst";"Gemeinde";"0";"0";"0";"50";"2";"420";"10,00";"38,0";"6,0";"567,0"
"01053008";"Behlendorf";"Gemeinde";"0";"0";"0";"50";"2";"391";"10,00";"38,0";"6,0";"601,0"
"01053009";"Berkenthin";"Gemeinde";"1";"3";"70";"50";"2";"2.102";"10,00";"205,0";"15,0";"1.297,0"
"01053010";"Besenthal";"Gemeinde";"0";"0";"0";"40";"3";"88";"12,00";"6,0";"6,0";"106,0"
"01053011";"Bliestorf";"Gemeinde";"0";"0";"0";"50";"2";"642";"10,00";"62,0";"7,0";"833,0"
"01053012";"Börnsen";"Gemeinde";"0";"0";"0";"50";"2";"4.750";"8,00";"564,0";"26,0";"2.120,0"
"01053013";"Borstorf";"Gemeinde";"0";"0";"0";"50";"2";"299";"8,00";"34,0";"4,0";"695,0"
"01053014";"Breitenfelde";"Gemeinde";"0";"0";"0";"50";"2";"1.938";"12,00";"154,0";"14,0";"1.094,0"
"01053015";"Bröthen";"Gemeinde";"0";"0";"0";"40";"2";"304";"10,00";"28,0";"5,0";"498,0"
"01053016";"Brunsmark";"Gemeinde";"0";"0";"0";"50";"3";"159";"4,00";"37,0";"6,0";"567,0"
"01053017";"Brunstorf";"Gemeinde";"0";"0";"0";"50";"2";"725";"13,00";"52,0";"14,0";"364,0"
"01053018";"Buchholz";"Gemeinde";"0";"0";"0";"50";"2";"239";"2,00";"81,0";"17,0";"468,0"
"01053019";"Buchhorst";"Gemeinde";"0";"0";"0";"50";"3";"154";"5,00";"29,0";"16,0";"175,0"
"01053020";"Büchen";"Gemeinde";"1";"3";"50";"40";"2";"5.856";"16,00";"347,0";"25,0";"1.365,0"
"01053021";"Dahmker";"Gemeinde";"0";"0";"0";"50";"2";"147";"2,00";"72,0";"10,0";"700,0"
"01053022";"Dalldorf";"Gemeinde";"0";"0";"0";"50";"3";"344";"6,00";"56,0";"11,0";"513,0"
"01053023";"Dassendorf";"Gemeinde";"0";"0";"0";"50";"2";"3.347";"7,00";"421,0";"28,0";"1.487,0"
"01053024";"Düchelsdorf";"Gemeinde";"0";"0";"0";"50";"2";"166";"3,00";"55,0";"5,0";"976,0"
"01053025";"Duvensee";"Gemeinde";"0";"0";"0";"50";"2";"563";"12,00";"45,0";"6,0";"721,0"
"01053026";"Einhaus";"Gemeinde";"0";"0";"0";"50";"2";"402";"2,00";"158,0";"15,0";"1.030,0"
"01053027";"Elmenhorst";"Gemeinde";"0";"0";"0";"50";"2";"852";"12,00";"65,0";"15,0";"415,0"
"01053028";"Escheburg";"Gemeinde";"0";"0";"0";"50";"2";"3.406";"8,00";"382,0";"26,0";"1.425,0"
"01053029";"Fitzen";"Gemeinde";"0";"0";"0";"40";"2";"361";"9,00";"39,0";"10,0";"361,0"
"01053030";"Fredeburg";"Gemeinde";"0";"0";"0";"50";"2";"38";"10,00";"3,0";"3,0";"97,0"
"01053031";"Fuhlenhagen";"Gemeinde";"0";"0";"0";"50";"2";"386";"5,00";"67,0";"9,0";"689,0"
"01053032";"Geesthacht, Stadt";"Gemeinde";"1";"2";"30";"20";"2";"30.407";"33,00";"914,0";"38,0";"2.394,0"
"01053033";"Giesensdorf";"Gemeinde";"0";"0";"0";"50";"2";"147";"2,00";"53,0";"6,0";"864,0"
"01053034";"Göldenitz";"Gemeinde";"0";"0";"0";"50";"2";"234";"5,00";"45,0";"5,0";"780,0"
"01053035";"Göttin";"Gemeinde";"0";"0";"0";"40";"3";"67";"5,00";"12,0";"8,0";"159,0"
"01053036";"Grabau";"Gemeinde";"0";"0";"0";"50";"2";"351";"4,00";"85,0";"13,0";"638,0"
"01053037";"Grambek";"Gemeinde";"0";"0";"0";"50";"3";"474";"12,00";"37,0";"15,0";"243,0"
"01053038";"Grinau";"Gemeinde";"0";"0";"0";"50";"2";"298";"2,00";"108,0";"9,0";"1.192,0"
"01053039";"Groß Boden";"Gemeinde";"0";"0";"0";"50";"2";"202";"2,00";"74,0";"9,0";"808,0"
"01053040";"Groß Disnack";"Gemeinde";"0";"0";"0";"50";"2";"84";"5,00";"14,0";"6,0";"233,0"
"01053041";"Groß Grönau";"Gemeinde";"0";"0";"0";"50";"2";"3.721";"4,00";"759,0";"34,0";"2.214,0"
"01053042";"Groß Pampau";"Gemeinde";"0";"0";"0";"50";"2";"152";"4,00";"35,0";"18,0";"185,0"
"01053043";"Groß Sarau";"Gemeinde";"0";"0";"0";"50";"2";"1.002";"17,00";"58,0";"12,0";"481,0"
"01053044";"Groß Schenkenberg";"Gemeinde";"0";"0";"0";"50";"2";"552";"6,00";"84,0";"8,0";"985,0"
"01053045";"Grove";"Gemeinde";"0";"0";"0";"50";"2";"234";"5,00";"44,0";"7,0";"585,0"
"01053046";"Gudow";"Gemeinde";"0";"0";"0";"40";"3";"1.604";"42,00";"37,0";"9,0";"386,0"
"01053047";"Gülzow";"Gemeinde";"0";"0";"0";"50";"2";"1.295";"17,00";"75,0";"7,0";"1.044,0"
"01053048";"Güster";"Gemeinde";"0";"0";"0";"40";"2";"1.278";"7,00";"164,0";"21,0";"760,0"
"01053049";"Hamfelde";"Gemeinde";"0";"0";"0";"50";"2";"490";"3,00";"141,0";"12,0";"1.139,0"
"01053050";"Hamwarde";"Gemeinde";"0";"0";"0";"50";"2";"863";"6,00";"129,0";"11,0";"1.092,0"
"01053051";"Harmsdorf";"Gemeinde";"0";"0";"0";"50";"2";"318";"3,00";"89,0";"9,0";"935,0"
"01053052";"Havekost";"Gemeinde";"0";"0";"0";"50";"2";"178";"5,00";"30,0";"7,0";"423,0"
"01053053";"Hohenhorn";"Gemeinde";"0";"0";"0";"50";"2";"531";"6,00";"76,0";"9,0";"816,0"
"01053054";"Hollenbek";"Gemeinde";"0";"0";"0";"50";"3";"417";"7,00";"57,0";"7,0";"758,0"
"01053056";"Hornbek";"Gemeinde";"0";"0";"0";"50";"2";"190";"5,00";"32,0";"11,0";"287,0"
"01053057";"Horst";"Gemeinde";"0";"0";"0";"50";"3";"204";"11,00";"17,0";"5,0";"323,0"
"01053058";"Juliusburg";"Gemeinde";"0";"0";"0";"50";"3";"180";"6,00";"29,0";"5,0";"514,0"
"01053059";"Kankelau";"Gemeinde";"0";"0";"0";"50";"2";"211";"4,00";"50,0";"8,0";"586,0"
"01053060";"Kasseburg";"Gemeinde";"0";"0";"0";"50";"2";"584";"7,00";"74,0";"11,0";"627,0"
"01053061";"Kastorf";"Gemeinde";"0";"0";"0";"50";"2";"1.112";"6,00";"161,0";"13,0";"1.182,0"
"01053062";"Kittlitz";"Gemeinde";"0";"0";"0";"50";"2";"256";"17,00";"14,0";"4,0";"341,0"
"01053064";"Klein Pampau";"Gemeinde";"0";"0";"0";"40";"2";"625";"4,00";"149,0";"13,0";"1.116,0"
"01053066";"Klein Zecher";"Gemeinde";"0";"0";"0";"50";"3";"245";"9,00";"26,0";"5,0";"521,0"
"01053067";"Klempau";"Gemeinde";"0";"0";"0";"50";"2";"623";"10,00";"61,0";"9,0";"648,0"
"01053068";"Klinkrade";"Gemeinde";"0";"0";"0";"50";"2";"608";"7,00";"82,0";"7,0";"1.125,0"
"01053069";"Koberg";"Gemeinde";"0";"0";"0";"50";"2";"774";"11,00";"64,0";"5,0";"1.105,0"
"01053070";"Köthel";"Gemeinde";"0";"0";"0";"50";"2";"268";"1,00";"176,0";"14,0";"1.218,0"
"01053071";"Kollow";"Gemeinde";"0";"0";"0";"50";"2";"586";"8,00";"71,0";"7,0";"976,0"
"01053072";"Kröppelshagen-Fahrendorf";"Gemeinde";"0";"0";"0";"50";"2";"1.308";"8,00";"156,0";"11,0";"1.334,0"
"01053073";"Krüzen";"Gemeinde";"0";"0";"0";"50";"3";"383";"8,00";"46,0";"8,0";"555,0"
"01053074";"Krukow";"Gemeinde";"0";"0";"0";"50";"3";"150";"7,00";"18,0";"6,0";"283,0"
"01053075";"Krummesse";"Gemeinde";"0";"0";"0";"50";"2";"1.756";"3,00";"524,0";"25,0";"2.041,0"
"01053076";"Kuddewörde";"Gemeinde";"0";"0";"0";"50";"2";"1.377";"7,00";"187,0";"15,0";"1.187,0"
"01053077";"Kühsen";"Gemeinde";"0";"0";"0";"50";"2";"372";"7,00";"51,0";"7,0";"701,0"
"01053078";"Kulpin";"Gemeinde";"0";"0";"0";"50";"2";"218";"6,00";"35,0";"4,0";"726,0"
"01053079";"Labenz";"Gemeinde";"0";"0";"0";"50";"2";"840";"5,00";"146,0";"11,0";"1.253,0"
"01053080";"Langenlehsten";"Gemeinde";"0";"0";"0";"40";"3";"151";"23,00";"6,0";"4,0";"158,0"
"01053081";"Lankau";"Gemeinde";"0";"0";"0";"50";"2";"466";"19,00";"24,0";"5,0";"419,0"
"01053082";"Lanze";"Gemeinde";"0";"0";"0";"50";"3";"292";"9,00";"32,0";"11,0";"283,0"
"01053083";"Lauenburg/ Elbe, Stadt";"Gemeinde";"1";"3";"50";"30";"2";"11.485";"9,00";"1.202,0";"49,0";"2.433,0"
"01053084";"Lehmrade";"Gemeinde";"0";"0";"0";"50";"3";"521";"11,00";"45,0";"7,0";"578,0"
"01053085";"Linau";"Gemeinde";"0";"0";"0";"50";"2";"1.244";"9,00";"128,0";"10,0";"1.219,0"
"01053086";"Lüchow";"Gemeinde";"0";"0";"0";"50";"2";"287";"4,00";"62,0";"5,0";"1.062,0"
"01053087";"Lütau";"Gemeinde";"0";"0";"0";"50";"3";"714";"11,00";"63,0";"6,0";"927,0"
"01053088";"Mechow";"Gemeinde";"0";"0";"0";"50";"2";"127";"4,00";"28,0";"6,0";"453,0"
"01053089";"Möhnsen";"Gemeinde";"0";"0";"0";"50";"2";"561";"7,00";"75,0";"10,0";"701,0"
"01053090";"Mölln, Stadt";"Gemeinde";"1";"2";"30";"30";"2";"18.928";"25,00";"755,0";"31,0";"2.363,0"
"01053091";"Mühlenrade";"Gemeinde";"0";"0";"0";"50";"2";"172";"3,00";"45,0";"8,0";"537,0"
"01053092";"Müssen";"Gemeinde";"0";"0";"0";"40";"2";"1.125";"11,00";"98,0";"11,0";"833,0"
"01053093";"Mustin";"Gemeinde";"0";"0";"0";"50";"2";"729";"11,00";"61,0";"6,0";"911,0"
"01053094";"Niendorf bei Berkenthin";"Gemeinde";"0";"0";"0";"50";"2";"190";"3,00";"47,0";"8,0";"575,0"
"01053095";"Niendorf/ Stecknitz";"Gemeinde";"0";"0";"0";"50";"2";"661";"8,00";"78,0";"7,0";"1.049,0"
"01053096";"Nusse";"Gemeinde";"0";"0";"0";"50";"2";"1.091";"6,00";"175,0";"13,0";"1.254,0"
"01053097";"Panten";"Gemeinde";"0";"0";"0";"50";"2";"638";"13,00";"46,0";"8,0";"574,0"
"01053098";"Pogeez";"Gemeinde";"0";"0";"0";"50";"2";"479";"4,00";"106,0";"14,0";"736,0"
"01053099";"Poggensee";"Gemeinde";"0";"0";"0";"50";"2";"367";"5,00";"67,0";"6,0";"1.048,0"
"01053100";"Ratzeburg, Stadt";"Gemeinde";"1";"3";"40";"30";"3";"14.595";"30,00";"481,0";"21,0";"2.266,0"
"01053101";"Ritzerau";"Gemeinde";"0";"0";"0";"50";"2";"313";"11,00";"28,0";"4,0";"638,0"
"01053102";"Römnitz";"Gemeinde";"0";"0";"0";"50";"2";"61";"5,00";"11,0";"4,0";"265,0"
"01053103";"Rondeshagen";"Gemeinde";"0";"0";"0";"50";"2";"814";"9,00";"85,0";"10,0";"822,0"
"01053104";"Roseburg";"Gemeinde";"0";"0";"0";"40";"2";"543";"16,00";"33,0";"6,0";"489,0"
"01053105";"Sachsenwald (Forstgutsbez.),gemfr.Geb.";"Gemeinde";"0";"0";"0";"50";"2";"0";"58,00";"0,0";"4,0";"0,0"
"01053106";"Sahms";"Gemeinde";"0";"0";"0";"50";"2";"381";"5,00";"64,0";"8,0";"732,0"
"01053107";"Salem";"Gemeinde";"0";"0";"0";"50";"3";"607";"25,00";"24,0";"7,0";"342,0"
"01053108";"Sandesneben";"Gemeinde";"1";"3";"70";"50";"2";"1.813";"6,00";"295,0";"16,0";"1.777,0"
"01053109";"Schiphorst";"Gemeinde";"0";"0";"0";"50";"2";"644";"8,00";"79,0";"6,0";"1.170,0"
"01053110";"Schmilau";"Gemeinde";"0";"0";"0";"50";"2";"547";"11,00";"47,0";"9,0";"506,0"
"01053111";"Schnakenbek";"Gemeinde";"0";"0";"0";"50";"3";"841";"13,00";"64,0";"7,0";"808,0"
"01053112";"Schönberg";"Gemeinde";"0";"0";"0";"50";"2";"1.360";"14,00";"92,0";"7,0";"1.192,0"
"01053113";"Schretstaken";"Gemeinde";"0";"0";"0";"50";"2";"515";"8,00";"60,0";"6,0";"936,0"
"01053114";"Schürensöhlen";"Gemeinde";"0";"0";"0";"50";"2";"154";"2,00";"56,0";"7,0";"733,0"
"01053115";"Schulendorf";"Gemeinde";"0";"0";"0";"40";"2";"467";"11,00";"41,0";"6,0";"631,0"
"01053116";"Schwarzenbek, Stadt";"Gemeinde";"1";"3";"50";"30";"2";"16.374";"11,00";"1.416,0";"49,0";"2.857,0"
"01053117";"Seedorf";"Gemeinde";"0";"0";"0";"50";"3";"506";"27,00";"18,0";"3,0";"481,0"
"01053118";"Siebenbäumen";"Gemeinde";"0";"0";"0";"50";"2";"627";"8,00";"71,0";"7,0";"935,0"
"01053119";"Siebeneichen";"Gemeinde";"0";"0";"0";"40";"2";"256";"4,00";"54,0";"10,0";"544,0"
"01053120";"Sierksrade";"Gemeinde";"0";"0";"0";"50";"2";"408";"4,00";"102,0";"8,0";"1.236,0"
"01053121";"Sirksfelde";"Gemeinde";"0";"0";"0";"50";"2";"323";"8,00";"37,0";"8,0";"461,0"
"01053122";"Steinhorst";"Gemeinde";"0";"0";"0";"50";"2";"582";"16,00";"35,0";"4,0";"881,0"
"01053123";"Sterley";"Gemeinde";"0";"0";"0";"50";"3";"926";"21,00";"43,0";"7,0";"605,0"
"01053124";"Stubben";"Gemeinde";"0";"0";"0";"50";"2";"381";"5,00";"71,0";"9,0";"777,0"
"01053125";"Talkau";"Gemeinde";"0";"0";"0";"50";"2";"522";"4,00";"106,0";"10,0";"1.065,0"
"01053126";"Tramm";"Gemeinde";"0";"0";"0";"40";"2";"355";"6,00";"52,0";"9,0";"581,0"
"01053127";"Walksfelde";"Gemeinde";"0";"0";"0";"50";"2";"228";"3,00";"64,0";"5,0";"1.140,0"
"01053128";"Wangelau";"Gemeinde";"0";"0";"0";"50";"3";"226";"6,00";"34,0";"5,0";"579,0"
"01053129";"Wentorf bei Hamburg";"Gemeinde";"1";"2";"31";"30";"1";"12.930";"6,00";"1.882,0";"77,0";"2.439,0"
"01053130";"Wentorf (Amt Sandesneben)";"Gemeinde";"0";"0";"0";"50";"2";"719";"4,00";"144,0";"12,0";"1.178,0"
"01053131";"Wiershop";"Gemeinde";"0";"0";"0";"50";"2";"195";"5,00";"37,0";"14,0";"267,0"
"01053132";"Witzeeze";"Gemeinde";"0";"0";"0";"40";"2";"869";"10,00";"83,0";"10,0";"819,0"
"01053133";"Wohltorf";"Gemeinde";"0";"0";"0";"50";"2";"2.421";"5,00";"405,0";"32,0";"1.235,0"
"01053134";"Woltersdorf";"Gemeinde";"0";"0";"0";"50";"2";"284";"7,00";"35,0";"12,0";"298,0"
"01053135";"Worth";"Gemeinde";"0";"0";"0";"50";"2";"178";"6,00";"29,0";"6,0";"481,0"
"01053136";"Ziethen";"Gemeinde";"0";"0";"0";"50";"2";"1.080";"11,00";"96,0";"8,0";"1.173,0"
"01054001";"Achtrup";"Gemeinde";"0";"0";"0";"30";"4";"1.487";"29,00";"49,0";"8,0";"599,0"
"01054002";"Ahrenshöft";"Gemeinde";"0";"0";"0";"40";"4";"516";"8,00";"58,0";"21,0";"270,0"
"01054003";"Ahrenviöl";"Gemeinde";"0";"0";"0";"50";"4";"521";"10,00";"51,0";"7,0";"676,0"
"01054004";"Ahrenviölfeld";"Gemeinde";"0";"0";"0";"50";"4";"228";"7,00";"31,0";"7,0";"414,0"
"01054005";"Alkersum";"Gemeinde";"0";"0";"0";"50";"4";"392";"9,00";"43,0";"9,0";"472,0"
"01054006";"Almdorf";"Gemeinde";"0";"0";"0";"40";"4";"543";"5,00";"95,0";"11,0";"861,0"
"01054007";"Arlewatt";"Gemeinde";"0";"0";"0";"50";"4";"333";"5,00";"59,0";"15,0";"382,0"
"01054009";"Aventoft";"Gemeinde";"0";"0";"0";"30";"4";"463";"14,00";"31,0";"6,0";"472,0"
"01054010";"Bargum";"Gemeinde";"0";"0";"0";"40";"4";"625";"17,00";"36,0";"13,0";"265,0"
"01054011";"Behrendorf";"Gemeinde";"0";"0";"0";"50";"4";"556";"15,00";"36,0";"7,0";"505,0"
"01054012";"Bohmstedt";"Gemeinde";"0";"0";"0";"40";"4";"753";"13,00";"56,0";"8,0";"627,0"
"01054013";"Bondelum";"Gemeinde";"0";"0";"0";"50";"4";"170";"9,00";"18,0";"5,0";"320,0"
"01054014";"Bordelum";"Gemeinde";"0";"0";"0";"40";"4";"1.976";"34,00";"56,0";"10,0";"556,0"
"01054015";"Borgsum";"Gemeinde";"0";"0";"0";"50";"4";"350";"5,00";"63,0";"11,0";"555,0"
"01054016";"Bosbüll";"Gemeinde";"0";"0";"0";"30";"4";"222";"6,00";"35,0";"8,0";"418,0"
"01054017";"Braderup";"Gemeinde";"0";"0";"0";"30";"4";"663";"13,00";"49,0";"8,0";"557,0"
"01054018";"Bramstedtlund";"Gemeinde";"0";"0";"0";"30";"4";"210";"13,00";"15,0";"10,0";"140,0"
"01054019";"Bredstedt, Stadt";"Gemeinde";"1";"3";"50";"40";"4";"5.436";"9,00";"557,0";"34,0";"1.622,0"
"01054020";"Breklum";"Gemeinde";"0";"0";"0";"40";"4";"2.362";"10,00";"234,0";"21,0";"1.088,0"
"01054022";"Dagebüll";"Gemeinde";"0";"0";"0";"30";"4";"881";"36,00";"23,0";"7,0";"304,0"
"01054023";"Drage";"Gemeinde";"0";"0";"0";"50";"4";"654";"16,00";"40,0";"5,0";"743,0"
"01054024";"Drelsdorf";"Gemeinde";"0";"0";"0";"40";"4";"1.266";"17,00";"71,0";"9,0";"719,0"
"01054025";"Dunsum";"Gemeinde";"0";"0";"0";"50";"4";"72";"2,00";"26,0";"8,0";"300,0"
"01054026";"Elisabeth-Sophien-Koog";"Gemeinde";"0";"0";"0";"50";"4";"43";"5,00";"8,0";"5,0";"148,0"
"01054027";"Ellhöft";"Gemeinde";"0";"0";"0";"30";"4";"100";"7,00";"12,0";"6,0";"212,0"
"01054032";"Fresendelf";"Gemeinde";"0";"0";"0";"50";"4";"94";"2,00";"36,0";"9,0";"391,0"
"01054033";"Friedrichstadt, Stadt";"Gemeinde";"1";"3";"50";"50";"4";"2.564";"4,00";"636,0";"39,0";"1.602,0"
"01054034";"Friedrich-Wilhelm-Lübke-Koog";"Gemeinde";"0";"0";"0";"30";"4";"176";"13,00";"13,0";"6,0";"193,0"
"01054035";"Garding, Kirchspiel";"Gemeinde";"0";"0";"0";"50";"4";"319";"14,00";"21,0";"6,0";"350,0"
"01054036";"Garding, Stadt";"Gemeinde";"1";"3";"70";"50";"4";"2.719";"3,00";"888,0";"49,0";"1.800,0"
"01054037";"Goldebek";"Gemeinde";"0";"0";"0";"40";"4";"357";"10,00";"35,0";"6,0";"502,0"
"01054038";"Goldelund";"Gemeinde";"0";"0";"0";"40";"4";"398";"12,00";"33,0";"7,0";"423,0"
"01054039";"Gröde";"Gemeinde";"0";"0";"0";"50";"4";"9";"2,00";"3,0";"0,0";"900,0"
"01054040";"Grothusenkoog";"Gemeinde";"0";"0";"0";"50";"4";"21";"3,00";"6,0";"6,0";"105,0"
"01054041";"Haselund";"Gemeinde";"0";"0";"0";"50";"4";"857";"12,00";"67,0";"9,0";"674,0"
"01054042";"Hattstedt";"Gemeinde";"0";"0";"0";"50";"4";"2.568";"7,00";"366,0";"25,0";"1.459,0"
"01054043";"Hattstedtermarsch";"Gemeinde";"0";"0";"0";"50";"4";"269";"35,00";"7,0";"3,0";"242,0"
"01054045";"Högel";"Gemeinde";"0";"0";"0";"40";"4";"462";"16,00";"28,0";"6,0";"448,0"
"01054046";"Hörnum (Sylt)";"Gemeinde";"0";"0";"0";"50";"4";"916";"5,00";"162,0";"28,0";"568,0"
"01054048";"Holm";"Gemeinde";"0";"0";"0";"30";"4";"80";"4,00";"20,0";"7,0";"285,0"
"01054050";"Hallig Hooge";"Gemeinde";"0";"0";"0";"50";"4";"98";"5,00";"16,0";"4,0";"392,0"
"01054052";"Horstedt";"Gemeinde";"0";"0";"0";"50";"4";"776";"11,00";"66,0";"10,0";"646,0"
"01054054";"Hude";"Gemeinde";"0";"0";"0";"50";"4";"169";"3,00";"47,0";"10,0";"456,0"
"01054055";"Humptrup";"Gemeinde";"0";"0";"0";"30";"4";"725";"16,00";"42,0";"8,0";"476,0"
"01054056";"Husum, Stadt";"Gemeinde";"1";"2";"30";"20";"4";"23.274";"25,00";"901,0";"50,0";"1.788,0"
"01054057";"Immenstedt";"Gemeinde";"0";"0";"0";"50";"4";"633";"14,00";"43,0";"6,0";"680,0"
"01054059";"Joldelund";"Gemeinde";"0";"0";"0";"40";"4";"723";"19,00";"37,0";"7,0";"505,0"
"01054061";"Kampen (Sylt)";"Gemeinde";"0";"0";"0";"50";"4";"463";"8,00";"54,0";"23,0";"229,0"
"01054062";"Karlum";"Gemeinde";"0";"0";"0";"30";"4";"215";"14,00";"14,0";"7,0";"195,0"
"01054063";"Katharinenheerd";"Gemeinde";"0";"0";"0";"50";"4";"181";"8,00";"21,0";"4,0";"464,0"
"01054065";"Klanxbüll";"Gemeinde";"0";"0";"0";"30";"4";"995";"10,00";"93,0";"15,0";"599,0"
"01054068";"Klixbüll";"Gemeinde";"0";"0";"0";"30";"4";"968";"17,00";"55,0";"11,0";"504,0"
"01054070";"Koldenbüttel";"Gemeinde";"0";"0";"0";"50";"4";"907";"25,00";"35,0";"4,0";"714,0"
"01054071";"Kolkerheide";"Gemeinde";"0";"0";"0";"40";"4";"59";"2,00";"28,0";"6,0";"421,0"
"01054072";"Kotzenbüll";"Gemeinde";"0";"0";"0";"50";"4";"209";"7,00";"26,0";"6,0";"409,0"
"01054073";"Ladelund";"Gemeinde";"0";"0";"0";"30";"4";"1.370";"24,00";"56,0";"9,0";"590,0"
"01054074";"Langeneß";"Gemeinde";"0";"0";"0";"50";"4";"140";"11,00";"12,0";"3,0";"304,0"
"01054075";"Langenhorn";"Gemeinde";"0";"0";"0";"40";"4";"3.242";"47,00";"68,0";"11,0";"586,0"
"01054076";"Leck";"Gemeinde";"1";"3";"50";"30";"4";"7.785";"29,00";"261,0";"26,0";"987,0"
"01054077";"Lexgaard";"Gemeinde";"0";"0";"0";"30";"4";"48";"5,00";"9,0";"3,0";"266,0"
"01054078";"List auf Sylt";"Gemeinde";"0";"0";"0";"50";"4";"1.484";"18,00";"80,0";"11,0";"671,0"
"01054079";"Löwenstedt";"Gemeinde";"0";"0";"0";"50";"4";"646";"19,00";"32,0";"10,0";"323,0"
"01054080";"Lütjenholm";"Gemeinde";"0";"0";"0";"40";"4";"315";"10,00";"29,0";"6,0";"437,0"
"01054083";"Midlum";"Gemeinde";"0";"0";"0";"50";"4";"443";"8,00";"52,0";"7,0";"738,0"
"01054084";"Mildstedt";"Gemeinde";"0";"0";"0";"50";"4";"3.801";"8,00";"436,0";"25,0";"1.681,0"
"01054085";"Nebel";"Gemeinde";"1";"3";"51";"50";"4";"935";"11,00";"78,0";"13,0";"580,0"
"01054086";"Neukirchen";"Gemeinde";"1";"3";"70";"30";"4";"1.142";"31,00";"36,0";"8,0";"446,0"
"01054087";"Nieblum";"Gemeinde";"0";"0";"0";"50";"4";"582";"7,00";"74,0";"22,0";"334,0"
"01054088";"Niebüll, Stadt";"Gemeinde";"1";"3";"40";"30";"4";"10.006";"30,00";"326,0";"23,0";"1.409,0"
"01054089";"Norddorf auf Amrum";"Gemeinde";"0";"0";"0";"50";"4";"566";"5,00";"95,0";"10,0";"912,0"
"01054090";"Norderfriedrichskoog";"Gemeinde";"0";"0";"0";"50";"4";"53";"5,00";"9,0";"6,0";"160,0"
"01054091";"Nordstrand";"Gemeinde";"0";"0";"0";"50";"4";"2.275";"57,00";"39,0";"6,0";"625,0"
"01054092";"Norstedt";"Gemeinde";"0";"0";"0";"50";"4";"401";"13,00";"29,0";"6,0";"483,0"
"01054093";"Ockholm";"Gemeinde";"0";"0";"0";"40";"4";"301";"18,00";"16,0";"6,0";"268,0"
"01054094";"Oevenum";"Gemeinde";"0";"0";"0";"50";"4";"439";"10,00";"40,0";"7,0";"555,0"
"01054095";"Oldenswort";"Gemeinde";"0";"0";"0";"50";"4";"1.261";"45,00";"27,0";"5,0";"516,0"
"01054096";"Oldersbek";"Gemeinde";"0";"0";"0";"50";"4";"730";"10,00";"67,0";"9,0";"744,0"
"01054097";"Olderup";"Gemeinde";"0";"0";"0";"50";"4";"444";"9,00";"44,0";"8,0";"522,0"
"01054098";"Oldsum";"Gemeinde";"0";"0";"0";"50";"4";"507";"13,00";"38,0";"8,0";"473,0"
"01054099";"Ostenfeld (Husum)";"Gemeinde";"0";"0";"0";"50";"4";"1.544";"27,00";"55,0";"7,0";"742,0"
"01054100";"Osterhever";"Gemeinde";"0";"0";"0";"50";"4";"225";"18,00";"12,0";"5,0";"214,0"
"01054101";"Oster-Ohrstedt";"Gemeinde";"0";"0";"0";"50";"4";"605";"11,00";"53,0";"10,0";"512,0"
"01054103";"Pellworm";"Gemeinde";"0";"0";"0";"50";"4";"1.137";"37,00";"30,0";"6,0";"451,0"
"01054104";"Poppenbüll";"Gemeinde";"0";"0";"0";"50";"4";"222";"15,00";"14,0";"5,0";"255,0"
"01054105";"Ramstedt";"Gemeinde";"0";"0";"0";"50";"4";"422";"5,00";"77,0";"10,0";"753,0"
"01054106";"Rantrum";"Gemeinde";"0";"0";"0";"50";"4";"1.859";"13,00";"135,0";"13,0";"994,0"
"01054108";"Reußenköge";"Gemeinde";"0";"0";"0";"50";"4";"316";"45,00";"6,0";"4,0";"154,0"
"01054109";"Risum-Lindholm";"Gemeinde";"0";"0";"0";"30";"4";"3.776";"36,00";"104,0";"13,0";"769,0"
"01054110";"Rodenäs";"Gemeinde";"0";"0";"0";"30";"4";"404";"19,00";"20,0";"5,0";"342,0"
